Invoice_ID,Sale_Date,Year,Month,Company,Car_Model,Engine_CC,Fuel_Type,Horsepower_HP,Top_Speed_KMH,Seats,City,Salesperson,Quantity,Unit_Price_INR,GST_Percent,GST_Amount_INR,Total_Amount_INR
INV10489,22-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Delhi,Rahul,2,9601432,28,5376801.92,24579665.92
INV10490,22-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Neha,2,6274749,28,3513859.44,16063357.44
INV10491,24-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Surat,Arjun,1,9651297,28,2702363.16,12353660.16
INV10492,24-08-2024,2024,August,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Karan,2,4422319,28,2476498.64,11321136.64
INV10493,24-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Sneha,1,9746431,28,2729000.68,12475431.68
INV10494,24-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Riya,1,6094102,28,1706348.56,7800450.56
INV10495,24-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Riya,1,6189768,28,1733135.04,7922903.04
INV10496,25-08-2024,2024,August,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Riya,2,1784744,28,999456.64,4568944.64
INV10497,25-08-2024,2024,August,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Arjun,2,1786446,28,1000409.76,4573301.76
INV10498,27-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Neha,1,6185789,28,1732020.92,7917809.92
INV10499,29-08-2024,2024,August,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Mehul,1,1610036,28,450810.08,2060846.08
INV10500,29-08-2024,2024,August,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Sneha,1,4373040,28,1224451.2,5597491.2
INV10501,29-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Riya,1,9748883,28,2729687.24,12478570.24
INV10502,30-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Pune,Vikas,2,9819126,28,5498710.56,25136962.56
INV10503,30-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Amit,1,6021087,28,1685904.36,7706991.36
INV10504,31-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Delhi,Neha,1,9580902,28,2682652.56,12263554.56
INV10505,31-08-2024,2024,August,BMW,X5,2998,Petrol,335,243,5,Delhi,Mehul,2,9706617,28,5435705.52,24848939.52
INV10506,31-08-2024,2024,August,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Priya,2,6146698,28,3442150.88,15735546.88
INV10507,31-08-2024,2024,August,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Neha,2,1770329,28,991384.24,4532042.24
INV10508,01-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Priya,2,4355112,28,2438862.72,11149086.72
INV10509,01-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Sneha,2,4083203,28,2286593.68,10452999.68
INV10510,01-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Neha,1,4309373,28,1206624.44,5515997.44
INV10511,01-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Mehul,2,6236948,28,3492690.88,15966586.88
INV10512,01-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Amit,2,4407853,28,2468397.68,11284103.68
INV10513,03-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Karan,1,1582828,28,443191.84,2026019.84
INV10514,03-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Vikas,2,1606073,28,899400.88,4111546.88
INV10515,03-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Vikas,2,9498937,28,5319404.72,24317278.72
INV10516,05-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Pune,Sneha,1,9657797,28,2704183.16,12361980.16
INV10517,05-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Amit,1,4418940,28,1237303.2,5656243.2
INV10518,06-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Riya,1,4119572,28,1153480.16,5273052.16
INV10519,07-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Priya,1,1864693,28,522114.04,2386807.04
INV10520,07-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Sneha,1,4300452,28,1204126.56,5504578.56
INV10521,07-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Priya,1,4433130,28,1241276.4,5674406.4
INV10522,07-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Arjun,2,6106895,28,3419861.2,15633651.2
INV10523,07-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Mehul,1,9485867,28,2656042.76,12141909.76
INV10524,08-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Rahul,2,4428762,28,2480106.72,11337630.72
INV10525,08-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Priya,2,4163898,28,2331782.88,10659578.88
INV10526,08-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Chennai,Neha,1,9759106,28,2732549.68,12491655.68
INV10527,09-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Priya,1,6079911,28,1702375.08,7782286.08
INV10528,09-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Vikas,2,9812008,28,5494724.48,25118740.48
INV10529,09-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Chennai,Vikas,1,9842085,28,2755783.8,12597868.8
INV10530,11-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Karan,2,4109110,28,2301101.6,10519321.6
INV10531,14-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Neha,1,6152814,28,1722787.92,7875601.92
INV10532,14-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Mehul,2,9488268,28,5313430.08,24289966.08
INV10533,14-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Amit,1,1637460,28,458488.8,2095948.8
INV10534,14-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Riya,2,1765609,28,988741.04,4519959.04
INV10535,15-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Vikas,2,4093215,28,2292200.4,10478630.4
INV10536,15-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Rahul,2,1541430,28,863200.8,3946060.8
INV10537,15-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Vikas,2,6257461,28,3504178.16,16019100.16
INV10538,15-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Priya,1,4080359,28,1142500.52,5222859.52
INV10539,15-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Vikas,1,4287697,28,1200555.16,5488252.16
INV10540,16-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Amit,1,1871143,28,523920.04,2395063.04
INV10541,17-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Rahul,2,4324205,28,2421554.8,11069964.8
INV10542,18-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Mumbai,Amit,2,9834269,28,5507190.64,25175728.64
INV10543,18-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Vikas,2,6092596,28,3411853.76,15597045.76
INV10544,20-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Mehul,2,4079066,28,2284276.96,10442408.96
INV10545,20-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Pune,Priya,2,9532475,28,5338186,24403136
INV10546,20-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Amit,1,1888382,28,528746.96,2417128.96
INV10547,21-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Arjun,1,9697340,28,2715255.2,12412595.2
INV10548,21-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Chennai,Sneha,1,9468540,28,2651191.2,12119731.2
INV10549,22-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Vikas,2,9827638,28,5503477.28,25158753.28
INV10550,22-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Rahul,2,1562600,28,875056,4000256
INV10551,22-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Mumbai,Karan,1,9660200,28,2704856,12365056
INV10552,22-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Riya,2,6121599,28,3428095.44,15671293.44
INV10553,23-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Mehul,2,1605209,28,898917.04,4109335.04
INV10554,23-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Mehul,1,6193231,28,1734104.68,7927335.68
INV10555,23-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Rahul,1,4434021,28,1241525.88,5675546.88
INV10556,25-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Amit,1,1783925,28,499499,2283424
INV10557,25-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Vikas,1,6347897,28,1777411.16,8125308.16
INV10558,25-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Arjun,1,1777775,28,497777,2275552
INV10559,26-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Priya,1,1873110,28,524470.8,2397580.8
INV10560,26-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Chennai,Neha,1,1772503,28,496300.84,2268803.84
INV10561,26-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Riya,1,4354491,28,1219257.48,5573748.48
INV10562,27-09-2024,2024,September,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Arjun,1,4360323,28,1220890.44,5581213.44
INV10563,28-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Arjun,2,9586834,28,5368627.04,24542295.04
INV10564,28-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Sneha,2,6187375,28,3464930,15839680
INV10565,28-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Rahul,1,1571361,28,439981.08,2011342.08
INV10566,29-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Arjun,2,9694347,28,5428834.32,24817528.32
INV10567,29-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Vikas,2,1608861,28,900962.16,4118684.16
INV10568,30-09-2024,2024,September,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Vikas,1,5997406,28,1679273.68,7676679.68
INV10569,30-09-2024,2024,September,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Priya,1,1671858,28,468120.24,2139978.24
INV10570,30-09-2024,2024,September,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Vikas,2,9657746,28,5408337.76,24723829.76
INV10571,01-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Surat,Riya,1,9662017,28,2705364.76,12367381.76
INV10572,01-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Rahul,1,9692243,28,2713828.04,12406071.04
INV10573,01-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Rahul,1,1532332,28,429052.96,1961384.96
INV10574,01-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Mehul,2,9645160,28,5401289.6,24691609.6
INV10575,01-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Sneha,1,5961429,28,1669200.12,7630629.12
INV10576,02-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Amit,1,9623827,28,2694671.56,12318498.56
INV10577,02-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Arjun,1,4138074,28,1158660.72,5296734.72
INV10578,02-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Rahul,1,4250660,28,1190184.8,5440844.8
INV10579,02-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Vikas,1,6048121,28,1693473.88,7741594.88
INV10580,02-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Vikas,1,4068166,28,1139086.48,5207252.48
INV10581,02-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Amit,2,4338719,28,2429682.64,11107120.64
INV10582,03-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Sneha,2,6021951,28,3372292.56,15416194.56
INV10583,03-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Karan,1,9650539,28,2702150.92,12352689.92
INV10584,03-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Arjun,2,4346564,28,2434075.84,11127203.84
INV10585,04-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Amit,1,9617183,28,2692811.24,12309994.24
INV10586,04-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Mehul,1,6197298,28,1735243.44,7932541.44
INV10587,04-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Sneha,1,9502499,28,2660699.72,12163198.72
INV10588,04-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Neha,1,6065034,28,1698209.52,7763243.52
INV10589,04-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Neha,1,9574020,28,2680725.6,12254745.6
INV10590,05-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Mehul,2,1797612,28,1006662.72,4601886.72
INV10591,05-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Pune,Rahul,2,9734229,28,5451168.24,24919626.24
INV10592,05-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Sneha,1,4097320,28,1147249.6,5244569.6
INV10593,05-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Surat,Amit,1,9726010,28,2723282.8,12449292.8
INV10594,05-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Rahul,1,6018414,28,1685155.92,7703569.92
INV10595,05-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Mehul,1,5961488,28,1669216.64,7630704.64
INV10596,05-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Priya,1,9725930,28,2723260.4,12449190.4
INV10597,06-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Neha,1,4226454,28,1183407.12,5409861.12
INV10598,06-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Chennai,Karan,1,9833963,28,2753509.64,12587472.64
INV10599,06-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Sneha,1,6320767,28,1769814.76,8090581.76
INV10600,06-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Pune,Rahul,2,9610863,28,5382083.28,24603809.28
INV10601,06-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Chennai,Mehul,1,9818054,28,2749055.12,12567109.12
INV10602,07-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Mehul,2,9770539,28,5471501.84,25012579.84
INV10603,07-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Priya,2,1573737,28,881292.72,4028766.72
INV10604,07-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Delhi,Priya,2,9617519,28,5385810.64,24620848.64
INV10605,08-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Sneha,1,4189047,28,1172933.16,5361980.16
INV10606,08-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Amit,2,1634562,28,915354.72,4184478.72
INV10607,08-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Chennai,Rahul,2,1729753,28,968661.68,4428167.68
INV10608,08-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Riya,2,4248554,28,2379190.24,10876298.24
INV10609,08-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Rahul,1,4301390,28,1204389.2,5505779.2
INV10610,09-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Neha,1,1654617,28,463292.76,2117909.76
INV10611,09-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Rahul,1,5988902,28,1676892.56,7665794.56
INV10612,09-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Riya,1,4433770,28,1241455.6,5675225.6
INV10613,09-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Amit,2,1811443,28,1014408.08,4637294.08
INV10614,09-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Rahul,1,4368409,28,1223154.52,5591563.52
INV10615,09-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Sneha,1,1673588,28,468604.64,2142192.64
INV10616,10-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Priya,2,6105923,28,3419316.88,15631162.88
INV10617,10-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Rahul,2,1799772,28,1007872.32,4607416.32
INV10618,10-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Chennai,Priya,2,1502000,28,841120,3845120
INV10619,10-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Amit,2,6054687,28,3390624.72,15499998.72
INV10620,10-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Pune,Priya,1,9784595,28,2739686.6,12524281.6
INV10621,10-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Karan,1,4211665,28,1179266.2,5390931.2
INV10622,11-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Rahul,1,6286522,28,1760226.16,8046748.16
INV10623,11-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Karan,2,6143672,28,3440456.32,15727800.32
INV10624,11-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Vikas,2,1730550,28,969108,4430208
INV10625,11-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Rahul,2,9745827,28,5457663.12,24949317.12
INV10626,11-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Riya,1,1850298,28,518083.44,2368381.44
INV10627,11-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Arjun,1,4340246,28,1215268.88,5555514.88
INV10628,12-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Karan,2,4350267,28,2436149.52,11136683.52
INV10629,12-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Riya,1,6156991,28,1723957.48,7880948.48
INV10630,12-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Surat,Rahul,1,9846984,28,2757155.52,12604139.52
INV10631,12-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Delhi,Amit,1,9551043,28,2674292.04,12225335.04
INV10632,12-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Sneha,1,4408154,28,1234283.12,5642437.12
INV10633,12-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Priya,2,9617640,28,5385878.4,24621158.4
INV10634,12-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Vikas,2,4339435,28,2430083.6,11108953.6
INV10635,13-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Priya,1,4417217,28,1236820.76,5654037.76
INV10636,13-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Priya,1,4127699,28,1155755.72,5283454.72
INV10637,13-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Arjun,2,1780826,28,997262.56,4558914.56
INV10638,13-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Mehul,2,6293297,28,3524246.32,16110840.32
INV10639,13-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Arjun,1,4140282,28,1159278.96,5299560.96
INV10640,13-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Chennai,Neha,2,9470333,28,5303386.48,24244052.48
INV10641,13-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Surat,Vikas,1,9840987,28,2755476.36,12596463.36
INV10642,14-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Vikas,2,1658888,28,928977.28,4246753.28
INV10643,14-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Vikas,1,4169515,28,1167464.2,5336979.2
INV10644,14-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Mehul,2,4191253,28,2347101.68,10729607.68
INV10645,14-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Arjun,1,1731586,28,484844.08,2216430.08
INV10646,14-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Priya,2,4079468,28,2284502.08,10443438.08
INV10647,15-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Rahul,1,4324876,28,1210965.28,5535841.28
INV10648,15-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Amit,1,9480213,28,2654459.64,12134672.64
INV10649,15-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Vikas,1,4238940,28,1186903.2,5425843.2
INV10650,15-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Priya,2,6214831,28,3480305.36,15909967.36
INV10651,15-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Mehul,1,1695279,28,474678.12,2169957.12
INV10652,16-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Neha,2,9757694,28,5464308.64,24979696.64
INV10653,16-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Vikas,2,9842671,28,5511895.76,25197237.76
INV10654,16-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Mehul,2,1526031,28,854577.36,3906639.36
INV10655,16-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Sneha,1,9789413,28,2741035.64,12530448.64
INV10656,16-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Amit,2,6219107,28,3482699.92,15920913.92
INV10657,16-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Mehul,1,4389409,28,1229034.52,5618443.52
INV10658,17-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Pune,Vikas,2,9768947,28,5470610.32,25008504.32
INV10659,17-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Vikas,2,4232824,28,2370381.44,10836029.44
INV10660,17-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Chennai,Mehul,2,9608411,28,5380710.16,24597532.16
INV10661,18-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Vikas,2,1794365,28,1004844.4,4593574.4
INV10662,18-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Vikas,2,1533469,28,858742.64,3925680.64
INV10663,18-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Sneha,2,6086916,28,3408672.96,15582504.96
INV10664,19-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Chennai,Neha,1,9764590,28,2734085.2,12498675.2
INV10665,19-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Surat,Vikas,1,9793618,28,2742213.04,12535831.04
INV10666,19-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Amit,2,6162126,28,3450790.56,15775042.56
INV10667,19-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Bangalore,Riya,2,9830921,28,5505315.76,25167157.76
INV10668,20-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Vikas,2,6039121,28,3381907.76,15460149.76
INV10669,20-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Riya,2,1567079,28,877564.24,4011722.24
INV10670,20-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Mumbai,Sneha,2,9793112,28,5484142.72,25070366.72
INV10671,20-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Arjun,1,6340180,28,1775250.4,8115430.4
INV10672,20-10-2024,2024,October,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Karan,2,6086608,28,3408500.48,15581716.48
INV10673,20-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Karan,2,1528142,28,855759.52,3912043.52
INV10674,21-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Arjun,2,1777787,28,995560.72,4551134.72
INV10675,21-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Neha,1,1572018,28,440165.04,2012183.04
INV10676,21-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Rahul,2,4125090,28,2310050.4,10560230.4
INV10677,21-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Neha,2,1674393,28,937660.08,4286446.08
INV10678,22-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Rahul,2,1643407,28,920307.92,4207121.92
INV10679,22-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Delhi,Mehul,2,9496159,28,5317849.04,24310167.04
INV10680,22-10-2024,2024,October,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Karan,2,4261494,28,2386436.64,10909424.64
INV10681,23-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Neha,1,1779855,28,498359.4,2278214.4
INV10682,23-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Amit,2,1896806,28,1062211.36,4855823.36
INV10683,23-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Vikas,1,1618628,28,453215.84,2071843.84
INV10684,23-10-2024,2024,October,BMW,X5,2998,Petrol,335,243,5,Pune,Rahul,1,9651090,28,2702305.2,12353395.2
INV10685,23-10-2024,2024,October,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Karan,1,1656343,28,463776.04,2120119.04
